clinic_id,item_id,current_stock_units,weekly_consumption,days_of_stock_remaining,nearest_expiry_date,days_to_expiry,stockout_flag,expiry_risk_flag,priority_score,demo_subset,_data_provenance
CL-0114,MED_CHOLERA_KIT,20,7,20.0,11/30/2027,477,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0114,VAC_OCV,34,11,21.6,4/25/2027,258,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0114,VAC_MEASLES,42,6,49.0,2/26/2028,565,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0114,VAC_OPV,74,8,64.8,3/10/2027,212,FALSE,FALSE,0.31,TRUE,proxy_synthetic
CL-0114,VAC_PENTA,18,6,21.0,8/8/2027,363,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0114,VAC_TT,15,4,26.2,6/23/2028,683,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0114,MED_ANTIVENOM,6,1,42.0,7/16/2028,706,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0114,MED_SNAKE_ANTIVENOM,23,3,53.7,11/30/2026,112,FALSE,TRUE,0.45,TRUE,proxy_synthetic
CL-0114,MED_SNAKE_WOUND,20,3,46.7,10/20/2027,436,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0114,MED_OXYTOCIN,9,3,21.0,1/8/2028,516,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0114,MED_METFORMIN,62,7,62.0,12/27/2027,504,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0114,MED_GLUCOSE,17,3,39.7,10/4/2027,420,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0114,MED_VIT_A,16,5,22.4,3/3/2028,571,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0114,MED_MUAC_KIT,11,2,38.5,12/30/2026,142,FALSE,TRUE,0.31,TRUE,proxy_synthetic
CL-0114,MED_ZINC_MAL,93,15,43.4,9/29/2027,415,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0115,MED_ACT,30,8,26.2,11/28/2027,475,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0115,MED_RDT_MAL,70,19,25.8,11/20/2027,467,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0115,MED_DENGUE_SUP,3,7,3.0,7/20/2027,344,TRUE,FALSE,0.75,FALSE,proxy_synthetic
CL-0115,MED_RDT_DEN,75,9,58.3,8/27/2027,382,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0115,MED_ORS,184,26,49.5,6/22/2027,316,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0115,MED_CHOLERA_KIT,48,7,48.0,7/1/2028,691,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0115,VAC_OCV,7,16,3.1,12/9/2027,486,TRUE,FALSE,0.75,FALSE,proxy_synthetic
CL-0115,VAC_MEASLES,39,5,54.6,6/29/2027,323,FALSE,FALSE,0.29,TRUE,proxy_synthetic
CL-0115,VAC_OPV,73,8,63.9,4/3/2027,236,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0115,VAC_PENTA,37,5,51.8,6/20/2028,680,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0115,VAC_TT,35,5,49.0,1/27/2028,535,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0115,MED_ANTIVENOM,6,1,42.0,12/26/2026,138,FALSE,TRUE,0.32,TRUE,proxy_synthetic
CL-0115,MED_SNAKE_ANTIVENOM,11,2,38.5,10/6/2027,422,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0115,MED_SNAKE_WOUND,16,3,37.3,2/3/2028,542,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0115,MED_OXYTOCIN,21,3,49.0,4/22/2028,621,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0115,MED_METFORMIN,47,9,36.6,6/5/2027,299,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0115,MED_GLUCOSE,12,3,28.0,1/9/2028,517,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0115,MED_VIT_A,42,6,49.0,3/13/2027,215,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0115,MED_MUAC_KIT,5,2,17.5,11/9/2027,456,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0115,MED_ZINC_MAL,42,14,21.0,1/22/2028,530,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0116,MED_ACT,42,9,32.7,7/14/2027,338,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0116,MED_RDT_MAL,58,19,21.4,11/18/2027,465,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0116,MED_DENGUE_SUP,27,6,31.5,12/25/2027,502,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0116,MED_RDT_DEN,33,10,23.1,11/3/2027,450,FALSE,FALSE,0.28,TRUE,proxy_synthetic
CL-0116,MED_ORS,103,28,25.8,4/28/2028,627,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0116,MED_CHOLERA_KIT,55,6,64.2,5/17/2027,280,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0116,VAC_OCV,45,15,21.0,6/6/2027,300,FALSE,FALSE,0.28,TRUE,proxy_synthetic
CL-0116,VAC_MEASLES,18,7,18.0,12/19/2027,496,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0116,VAC_OPV,49,7,49.0,4/9/2027,242,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0116,VAC_PENTA,30,9,23.3,7/12/2028,702,FALSE,FALSE,0.24,TRUE,proxy_synthetic
CL-0116,VAC_TT,70,8,61.2,11/4/2026,86,FALSE,TRUE,0.46,FALSE,proxy_synthetic
CL-0116,MED_ANTIVENOM,17,2,59.5,2/4/2028,543,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0116,MED_SNAKE_ANTIVENOM,13,2,45.5,6/15/2027,309,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0116,MED_SNAKE_WOUND,27,5,37.8,11/23/2027,470,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0116,MED_OXYTOCIN,1,3,2.3,1/23/2028,531,TRUE,FALSE,0.77,TRUE,proxy_synthetic
CL-0116,MED_METFORMIN,49,9,38.1,5/11/2027,274,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0116,MED_GLUCOSE,14,4,24.5,3/31/2027,233,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0116,MED_VIT_A,79,9,61.4,9/18/2027,404,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0116,MED_MUAC_KIT,10,3,23.3,1/18/2028,526,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0116,MED_ZINC_MAL,53,14,26.5,6/10/2027,304,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0117,MED_ACT,49,7,49.0,3/23/2027,225,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0117,MED_RDT_MAL,115,16,50.3,9/14/2027,400,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0117,MED_DENGUE_SUP,25,6,29.2,3/10/2027,212,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0117,MED_RDT_DEN,32,8,28.0,11/20/2027,467,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0117,MED_ORS,231,33,49.0,7/1/2028,691,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0117,MED_CHOLERA_KIT,48,7,48.0,10/26/2027,442,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0117,VAC_OCV,68,16,29.8,8/16/2027,371,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0117,VAC_MEASLES,28,6,32.7,8/28/2027,383,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0117,VAC_OPV,38,8,33.2,3/20/2027,222,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0117,VAC_PENTA,14,5,19.6,4/24/2027,257,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0117,VAC_TT,41,6,47.8,5/20/2027,283,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0117,MED_ANTIVENOM,7,2,24.5,11/2/2027,449,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0117,MED_SNAKE_ANTIVENOM,12,3,28.0,6/16/2028,676,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0117,MED_SNAKE_WOUND,16,4,28.0,11/4/2026,86,FALSE,TRUE,0.5,FALSE,proxy_synthetic
CL-0117,MED_OXYTOCIN,26,3,60.7,10/8/2027,424,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0117,MED_METFORMIN,96,11,61.1,1/11/2027,154,FALSE,TRUE,0.3,FALSE,proxy_synthetic
CL-0117,MED_GLUCOSE,3,5,4.2,8/19/2027,374,TRUE,FALSE,0.67,FALSE,proxy_synthetic
CL-0117,MED_VIT_A,42,6,49.0,3/19/2028,587,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0117,MED_MUAC_KIT,1,3,2.3,11/29/2026,111,TRUE,TRUE,0.92,FALSE,proxy_synthetic
CL-0117,MED_ZINC_MAL,82,16,35.9,4/29/2028,628,FALSE,FALSE,0.29,TRUE,proxy_synthetic
CL-0118,MED_ACT,110,21,36.7,12/21/2027,498,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0118,MED_RDT_MAL,219,45,34.1,9/7/2027,393,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0118,MED_DENGUE_SUP,94,15,43.9,9/3/2027,389,FALSE,FALSE,0.28,TRUE,proxy_synthetic
CL-0118,MED_RDT_DEN,106,29,25.6,8/22/2027,377,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0118,MED_ORS,28,95,2.1,7/4/2028,694,TRUE,FALSE,0.82,FALSE,proxy_synthetic
CL-0118,MED_CHOLERA_KIT,155,18,60.3,3/4/2028,572,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0118,VAC_OCV,357,44,56.8,8/19/2027,374,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0118,VAC_MEASLES,144,19,53.1,4/3/2027,236,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0118,VAC_OPV,167,25,46.8,6/30/2027,324,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0118,VAC_PENTA,117,17,48.2,10/20/2027,436,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0118,VAC_TT,64,14,32.0,6/28/2028,688,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0118,MED_ANTIVENOM,30,5,42.0,12/3/2027,480,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0118,MED_SNAKE_ANTIVENOM,34,5,47.6,11/23/2027,470,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0118,MED_SNAKE_WOUND,2,8,1.8,11/17/2027,464,TRUE,FALSE,0.82,FALSE,proxy_synthetic
CL-0118,MED_OXYTOCIN,27,10,18.9,1/30/2028,538,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0118,MED_METFORMIN,237,29,57.2,12/31/2027,508,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0118,MED_GLUCOSE,98,15,45.7,4/19/2028,618,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0118,MED_VIT_A,129,17,53.1,11/3/2027,450,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0118,MED_MUAC_KIT,64,9,49.8,1/5/2027,148,FALSE,TRUE,0.29,TRUE,proxy_synthetic
CL-0118,MED_ZINC_MAL,90,34,18.5,12/8/2027,485,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0118,VAC_HEPB,42,9,32.7,1/3/2027,146,FALSE,TRUE,0.31,FALSE,proxy_synthetic
CL-0118,VAC_BCG,125,15,58.3,3/30/2027,232,FALSE,FALSE,0.25,FALSE,proxy_synthetic
CL-0118,VAC_MR,44,11,28.0,11/19/2026,101,FALSE,TRUE,0.43,FALSE,proxy_synthetic
CL-0118,MED_TETANUS,36,7,36.0,6/7/2028,667,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0118,MED_DIABETES_INSULIN,57,9,44.3,7/7/2027,331,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0118,MED_GLIBENCLAMIDE,182,20,63.7,5/16/2028,645,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0118,MED_GLUCAGON,8,2,28.0,5/11/2028,640,FALSE,FALSE,0.32,TRUE,proxy_synthetic
CL-0118,MED_RUTF,78,16,34.1,4/28/2027,261,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0118,MED_F75,1,5,1.4,7/6/2027,330,TRUE,FALSE,0.85,FALSE,proxy_synthetic
CL-0118,MED_F100,39,5,54.6,3/11/2027,213,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0118,MED_THERAPEUTIC_FEED,21,5,29.4,1/1/2027,144,FALSE,TRUE,0.31,FALSE,proxy_synthetic
CL-0119,MED_ACT,4,5,5.6,6/24/2028,684,TRUE,FALSE,0.55,FALSE,proxy_synthetic
CL-0119,MED_RDT_MAL,85,16,37.2,1/12/2028,520,FALSE,FALSE,0.34,TRUE,proxy_synthetic
CL-0119,MED_DENGUE_SUP,21,6,24.5,3/11/2027,213,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0119,MED_RDT_DEN,42,7,42.0,12/23/2026,135,FALSE,TRUE,0.32,FALSE,proxy_synthetic
CL-0119,MED_ORS,142,22,45.2,4/21/2028,620,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0119,MED_CHOLERA_KIT,3,6,3.5,3/20/2028,588,TRUE,FALSE,0.75,FALSE,proxy_synthetic
CL-0119,VAC_OCV,3,13,1.6,3/24/2028,592,TRUE,FALSE,0.84,FALSE,proxy_synthetic
CL-0119,VAC_MEASLES,26,6,30.3,6/30/2028,690,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0119,VAC_OPV,49,8,42.9,3/27/2027,229,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0119,VAC_PENTA,5,6,5.8,6/29/2028,689,TRUE,FALSE,0.58,FALSE,proxy_synthetic
CL-0119,VAC_TT,39,5,54.6,3/27/2027,229,FALSE,FALSE,0.25,TRUE,proxy_synthetic
CL-0119,MED_ANTIVENOM,3,1,21.0,12/16/2027,493,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0119,MED_SNAKE_ANTIVENOM,8,2,28.0,4/4/2028,603,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0119,MED_SNAKE_WOUND,13,2,45.5,5/6/2027,269,FALSE,FALSE,0.34,TRUE,proxy_synthetic
CL-0119,MED_OXYTOCIN,27,3,63.0,10/25/2026,76,FALSE,TRUE,0.49,TRUE,proxy_synthetic
CL-0119,MED_METFORMIN,20,7,20.0,2/10/2028,549,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0119,MED_GLUCOSE,30,4,52.5,11/2/2027,449,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0119,MED_VIT_A,2,4,3.5,5/14/2028,643,TRUE,FALSE,0.71,TRUE,proxy_synthetic
CL-0119,MED_MUAC_KIT,16,2,56.0,4/8/2027,241,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0119,MED_ZINC_MAL,32,9,24.9,12/14/2027,491,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0120,MED_ACT,68,9,52.9,5/13/2028,642,FALSE,FALSE,0.29,TRUE,proxy_synthetic
CL-0120,MED_RDT_MAL,6,13,3.2,4/23/2027,256,TRUE,FALSE,0.76,FALSE,proxy_synthetic
CL-0120,MED_DENGUE_SUP,41,6,47.8,7/16/2027,340,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0120,MED_RDT_DEN,31,6,36.2,10/7/2027,423,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0120,MED_ORS,159,22,50.6,7/3/2028,693,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0120,MED_CHOLERA_KIT,29,7,29.0,10/1/2027,417,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0120,VAC_OCV,78,12,45.5,12/3/2026,115,FALSE,TRUE,0.39,TRUE,proxy_synthetic
CL-0120,VAC_MEASLES,48,6,56.0,3/21/2027,223,FALSE,FALSE,0.27,FALSE,proxy_synthetic
CL-0120,VAC_OPV,17,6,19.8,3/30/2027,232,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0120,VAC_PENTA,3,6,3.5,1/29/2028,537,TRUE,FALSE,0.71,FALSE,proxy_synthetic
CL-0120,VAC_TT,3,4,5.2,6/26/2028,686,TRUE,FALSE,0.59,FALSE,proxy_synthetic
CL-0120,MED_ANTIVENOM,1,2,3.5,7/18/2028,708,TRUE,FALSE,0.68,FALSE,proxy_synthetic
CL-0120,MED_SNAKE_ANTIVENOM,8,2,28.0,2/2/2027,176,FALSE,TRUE,0.23,FALSE,proxy_synthetic
CL-0120,MED_SNAKE_WOUND,15,4,26.2,2/6/2028,545,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0120,MED_OXYTOCIN,23,3,53.7,1/4/2027,147,FALSE,TRUE,0.27,FALSE,proxy_synthetic
CL-0120,MED_METFORMIN,51,11,32.5,4/23/2028,622,FALSE,FALSE,0.27,TRUE,proxy_synthetic
CL-0120,MED_GLUCOSE,15,4,26.2,9/7/2027,393,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0120,MED_VIT_A,3,6,3.5,3/14/2028,582,TRUE,FALSE,0.77,TRUE,proxy_synthetic
CL-0120,MED_MUAC_KIT,15,3,35.0,5/5/2027,268,FALSE,FALSE,0.21,TRUE,proxy_synthetic
CL-0120,MED_ZINC_MAL,11,14,5.5,6/26/2028,686,TRUE,FALSE,0.57,TRUE,proxy_synthetic
CL-0121,MED_ACT,132,25,37.0,7/29/2027,353,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0121,MED_RDT_MAL,223,41,38.1,1/13/2028,521,FALSE,FALSE,0.3,TRUE,proxy_synthetic
CL-0121,MED_DENGUE_SUP,147,17,60.5,5/31/2027,294,FALSE,FALSE,0.27,TRUE,proxy_synthetic
CL-0121,MED_RDT_DEN,168,24,49.0,1/4/2028,512,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0121,MED_ORS,221,64,24.2,3/31/2027,233,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0121,MED_CHOLERA_KIT,155,20,54.2,6/17/2027,311,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0121,VAC_OCV,10,31,2.3,12/3/2027,480,TRUE,FALSE,0.79,FALSE,proxy_synthetic
CL-0121,VAC_MEASLES,53,13,28.5,9/29/2027,415,FALSE,FALSE,0.24,TRUE,proxy_synthetic
CL-0121,VAC_OPV,3,24,0.9,1/5/2027,148,TRUE,TRUE,0.97,TRUE,proxy_synthetic
CL-0121,VAC_PENTA,5,21,1.7,4/8/2027,241,TRUE,FALSE,0.85,TRUE,proxy_synthetic
CL-0121,VAC_TT,63,14,31.5,10/3/2027,419,FALSE,FALSE,0.24,TRUE,proxy_synthetic
CL-0121,MED_ANTIVENOM,19,3,44.3,8/5/2028,726,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0121,MED_SNAKE_ANTIVENOM,6,8,5.2,9/23/2027,409,TRUE,FALSE,0.59,FALSE,proxy_synthetic
CL-0121,MED_SNAKE_WOUND,71,8,62.1,1/3/2028,511,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0121,MED_OXYTOCIN,67,10,46.9,12/4/2027,481,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0121,MED_METFORMIN,285,32,62.3,12/16/2027,493,FALSE,FALSE,0.27,TRUE,proxy_synthetic
CL-0121,MED_GLUCOSE,8,10,5.6,7/22/2028,712,TRUE,FALSE,0.54,FALSE,proxy_synthetic
CL-0121,MED_VIT_A,64,19,23.6,1/16/2027,159,FALSE,TRUE,0.27,TRUE,proxy_synthetic
CL-0121,MED_MUAC_KIT,56,8,49.0,9/15/2027,401,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0121,MED_ZINC_MAL,186,40,32.5,6/14/2027,308,FALSE,FALSE,0.24,FALSE,proxy_synthetic
CL-0121,VAC_HEPB,28,6,32.7,10/1/2027,417,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0121,VAC_BCG,60,14,30.0,2/23/2028,562,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0121,VAC_MR,1,9,0.8,1/21/2027,164,TRUE,TRUE,1.0,FALSE,proxy_synthetic
CL-0121,MED_TETANUS,44,5,61.6,11/20/2027,467,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0121,MED_DIABETES_INSULIN,94,11,59.8,12/11/2026,123,FALSE,TRUE,0.33,FALSE,proxy_synthetic
CL-0121,MED_GLIBENCLAMIDE,62,13,33.4,7/4/2027,328,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0121,MED_GLUCAGON,9,1,63.0,7/17/2028,707,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0121,MED_RUTF,8,12,4.7,12/9/2027,486,TRUE,FALSE,0.61,FALSE,proxy_synthetic
CL-0121,MED_F75,39,5,54.6,8/28/2027,383,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0121,MED_F100,1,5,1.4,6/3/2027,297,TRUE,FALSE,0.89,TRUE,proxy_synthetic
CL-0121,MED_THERAPEUTIC_FEED,1,4,1.8,11/24/2027,471,TRUE,FALSE,0.84,FALSE,proxy_synthetic
CL-0122,MED_ACT,83,9,64.6,1/4/2027,147,FALSE,TRUE,0.3,FALSE,proxy_synthetic
CL-0122,MED_RDT_MAL,51,15,23.8,5/31/2027,294,FALSE,FALSE,0.28,FALSE,proxy_synthetic
CL-0122,MED_DENGUE_SUP,46,6,53.7,11/15/2027,462,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0122,MED_RDT_DEN,67,9,52.1,6/11/2027,305,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0122,MED_ORS,216,26,58.2,5/7/2028,636,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0122,MED_CHOLERA_KIT,3,6,3.5,1/15/2028,523,TRUE,FALSE,0.72,FALSE,proxy_synthetic
CL-0122,VAC_OCV,76,12,44.3,11/9/2027,456,FALSE,FALSE,0.26,TRUE,proxy_synthetic
CL-0122,VAC_MEASLES,61,8,53.4,12/3/2026,115,FALSE,TRUE,0.42,FALSE,proxy_synthetic
CL-0122,VAC_OPV,48,8,42.0,6/11/2027,305,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0122,VAC_PENTA,25,7,25.0,2/3/2027,177,FALSE,TRUE,0.24,FALSE,proxy_synthetic
CL-0122,VAC_TT,39,7,39.0,7/26/2027,350,FALSE,FALSE,0.29,FALSE,proxy_synthetic
CL-0122,MED_ANTIVENOM,13,2,45.5,9/11/2027,397,FALSE,FALSE,0.21,FALSE,proxy_synthetic
CL-0122,MED_SNAKE_ANTIVENOM,12,2,42.0,8/11/2027,366,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0122,MED_SNAKE_WOUND,19,4,33.2,10/11/2027,427,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0122,MED_OXYTOCIN,1,3,2.3,10/10/2027,426,TRUE,FALSE,0.79,TRUE,proxy_synthetic
CL-0122,MED_METFORMIN,55,11,35.0,6/5/2027,299,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0122,MED_GLUCOSE,32,4,56.0,4/30/2027,263,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0122,MED_VIT_A,31,5,43.4,3/10/2027,212,FALSE,FALSE,0.3,TRUE,proxy_synthetic
CL-0122,MED_MUAC_KIT,16,2,56.0,5/27/2028,656,FALSE,FALSE,0.32,FALSE,proxy_synthetic
CL-0122,MED_ZINC_MAL,111,14,55.5,8/2/2028,723,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0123,MED_ACT,32,4,56.0,6/7/2027,301,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0123,MED_RDT_MAL,36,8,31.5,5/7/2027,270,FALSE,FALSE,0.33,TRUE,proxy_synthetic
CL-0123,MED_DENGUE_SUP,30,4,52.5,3/10/2027,212,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0123,MED_RDT_DEN,34,4,59.5,1/8/2028,516,FALSE,FALSE,0.23,TRUE,proxy_synthetic
CL-0123,MED_ORS,7,17,2.9,1/24/2028,532,TRUE,FALSE,0.76,TRUE,proxy_synthetic
CL-0123,MED_CHOLERA_KIT,12,3,28.0,10/31/2027,447,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0123,VAC_OCV,59,9,45.9,1/28/2028,536,FALSE,FALSE,0.26,FALSE,proxy_synthetic
CL-0123,VAC_MEASLES,16,3,37.3,3/22/2028,590,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0123,VAC_OPV,15,5,21.0,3/22/2027,224,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0123,VAC_PENTA,19,4,33.2,3/13/2027,215,FALSE,FALSE,0.22,TRUE,proxy_synthetic
CL-0123,VAC_TT,18,3,42.0,3/20/2027,222,FALSE,FALSE,0.34,FALSE,proxy_synthetic
CL-0123,MED_ANTIVENOM,6,1,42.0,10/26/2026,77,FALSE,TRUE,0.49,FALSE,proxy_synthetic
CL-0123,MED_SNAKE_ANTIVENOM,6,1,42.0,5/2/2027,265,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0123,MED_SNAKE_WOUND,18,2,63.0,6/12/2028,672,FALSE,FALSE,0.3,FALSE,proxy_synthetic
CL-0123,MED_OXYTOCIN,9,2,31.5,5/8/2027,271,FALSE,FALSE,0.23,FALSE,proxy_synthetic
CL-0123,MED_METFORMIN,27,5,37.8,6/15/2028,675,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0123,MED_GLUCOSE,22,3,51.3,9/6/2027,392,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0123,MED_VIT_A,21,3,49.0,4/23/2028,622,FALSE,FALSE,0.22,FALSE,proxy_synthetic
CL-0123,MED_MUAC_KIT,16,2,56.0,3/28/2027,230,FALSE,FALSE,0.35,FALSE,proxy_synthetic
CL-0123,MED_ZINC_MAL,74,9,57.6,2/15/2028,554,FALSE,FALSE,0.2,FALSE,proxy_synthetic
CL-0124,MED_ACT,209,38,38.5,7/9/2027,333,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0124,MED_RDT_MAL,550,65,59.2,6/19/2027,313,FALSE,FALSE,0.31,FALSE,proxy_synthetic
CL-0124,MED_DENGUE_SUP,171,33,36.3,1/27/2027,170,FALSE,TRUE,0.24,FALSE,proxy_synthetic
CL-0124,MED_RDT_DEN,332,43,54.0,4/26/2027,259,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0124,MED_ORS,1073,128,58.7,8/4/2027,359,FALSE,FALSE,0.33,FALSE,proxy_synthetic
CL-0124,MED_CHOLERA_KIT,19,25,5.3,1/2/2028,510,TRUE,FALSE,0.6,FALSE,proxy_synthetic
CL-0124,VAC_OCV,296,72,28.8,11/22/2026,104,FALSE,TRUE,0.44,FALSE,proxy_synthetic
CL-0124,VAC_MEASLES,166,32,36.3,2/27/2028,566,FALSE,FALSE,0.24,FALSE,proxy_synthetic
