clinic_id,clinic_name,clinic_name_mya,facility_level,bed_class,state_region_pcode,state_region,district_pcode,district,township_pcode,township,confidence,latitude,longitude,institutional_delivery_rate,skilled_birth_attendance_rate,full_vaccination_rate,current_stock_days_remaining,population_served,road_access_flag,_data_provenance
CL-0123,Tha Yaung Station Hospital,သရောင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D007,Mawlaik,MMR005032,Paungbyin,high confidence,24.354389000000026,94.80163300000004,0.252,0.05,0.509,19,274,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0124,Hkamti General Hospital,ခန္တီးပြည်သူ့ဆေးရုံ,General,100,MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,high confidence,25.99360000000007,95.69722500000006,0.304,0.1,0.633,28,2540,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0125,Kaung Hein Station Hospital,ကောင်းဟိန်းတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D008,Hkamti,MMR005033,Hkamti,high confidence,25.677377000000035,95.41925200000009,0.183,0.101,0.593,25,257,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0126,Homalin Township Hospital,ဟုမ္မလင်းမြို့နယ်ဆေးရုံ,Township,100,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,high confidence,24.872262000000035,94.91761300000007,0.305,0.278,0.574,11,2735,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0127,Hta Man Thi Station Hospital,ထမံသီတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,high confidence,25.33109500000006,95.29017100000004,0.193,0.173,0.475,3,372,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0128,Nan Taw Station Hospital,နန်းတောတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,high confidence,24.812943000000075,95.29400800000008,0.137,0.202,0.544,27,298,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0129,Thaung Thut Station Hospital,သောင်သွပ်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,high confidence,24.422822000000053,94.70123400000006,0.151,0.088,0.473,27,281,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0130,Shwe Pyi Aye Station Hospital,ရွှေပြည်အေးမြို့သစ်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,high confidence,24.67738600000007,94.73717400000004,0.098,0.089,0.51,17,475,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0131,Naung Po Aung Station Hospital,နောင်ပိုအောင်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,high confidence,24.801889000000074,95.06074400000006,0.134,0.183,0.579,29,308,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0132,Maung Khan Station Hospital,မောင်းခမ်းတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,high confidence,25.088553000000047,95.04780900000009,0.166,0.16,0.471,0,610,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0133,Par Hoke Gyi Station Hospital,ပါဟုတ်ကြီးတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005D008,Hkamti,MMR005034,Homalin,bestGuess,25.33789100000007,95.86258700000008,0.235,0.189,0.566,18,472,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0134,Lay Shi Township Hospital,လေရှီးမြို့နယ်ဆေးရုံ,Township,25,MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005035,Lay Shi,high confidence,25.445583000000056,94.95474100000007,0.294,0.149,0.562,1,592,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0135,Somra Station Hospital,ဆွမ္မရာတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005035,Lay Shi,high confidence,25.367148000000043,94.68449400000009,0.104,0.173,0.443,28,476,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0136,Moe Bine Lutt Station Hospital,မိုပိုင်းလွတ်တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005035,Lay Shi,high confidence,25.08936704725616,94.96580400017274,0.211,0.166,0.578,20,249,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0137,Lahe Township Hospital,လဟယ်မြို့နယ်ဆေးရုံ,Township,50,MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005036,Lahe,probably accurate,26.323427000000038,95.44465700000006,0.14,0.217,0.579,27,1948,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0138,Htan Par Khway Station Hospital,ထန်ပါခွေတိုက်နယ်ဆေးရုံ,Station,25,MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005036,Lahe,high confidence,25.969712000000072,95.24275900000004,0.219,0.208,0.522,16,676,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0139,Yan Kyein Station Hospital,ယမ်းကြုံးတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005036,Lahe,bestGuess,26.514110000000073,95.16541000000007,0.179,0.059,0.456,2,553,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0140,Nanyun Township Hospital,နန်းယွန်းမြို့နယ်ဆေးရုံ,Township,25,MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005037,Nanyun,high confidence,26.978308000000027,96.16832600000004,0.081,0.05,0.455,0,427,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0141,Pan Saung Station Hospital,ပန်ဆောင်မြို့တိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005037,Nanyun,high confidence,27.235937000000035,96.17042200000009,0.243,0.217,0.472,10,435,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0142,Don Hee (Don Yee Sub-township) Station Hospital,ဒုံဟီးတိုက်နယ်ဆေးရုံ,Station,16,MMR005,Sagaing,MMR005S001,Naga Self-Administered Zone,MMR005037,Nanyun,high confidence,26.772812000000044,95.79301500000008,0.151,0.228,0.548,22,436,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0143,Psychiatric Hospital,စိတ်ကျန်းမာရေးဆေးရုံ,NA,NA,MMR010,Mandalay,MMR010D001,Mandalay,MMR010006,Amarapura,high confidence,21.871011000000067,96.17681800000008,0.155,0.095,0.443,4,615,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0144,Ta Moke Soe Station Hospital,တမုတ်ဆိုးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D001,Mandalay,MMR010006,Amarapura,high confidence,21.852715000000046,96.15830300000005,0.123,0.05,0.54,25,469,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0145,Amarapura Township Hospital,အမရပူရမြို့နယ်ဆေးရုံ,Township,25,MMR010,Mandalay,MMR010D001,Mandalay,MMR010006,Amarapura,high confidence,21.897669000000064,96.04825300000005,0.152,0.166,0.428,7,671,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0146,Ye lon Kyaw Station Hospital,ရဲလွန်ကျော်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D001,Mandalay,MMR010006,Amarapura,high confidence,21.834894000000077,96.00087400000007,0.213,0.212,0.495,14,347,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0147,Ta Lin Gyi Station Hospital,တလင်းကြီးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D001,Mandalay,MMR010006,Amarapura,high confidence,21.81830300000007,96.11389800000006,0.176,0.264,0.517,6,373,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0148,Tuberculosis Hospital,တီဘီရောဂါကုဆေးရုံ,NA,200,MMR010,Mandalay,MMR010D001,Mandalay,MMR010007,Patheingyi,high confidence,21.99052000000006,96.15249600000004,0.288,0.261,0.791,13,5603,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0149,Patheingyi Township Hospital,ပုသိမ်ကြီးမြို့နယ်ဆေးရုံ,Township,25,MMR010,Mandalay,MMR010D001,Mandalay,MMR010007,Patheingyi,high confidence,22.00476800000007,96.16679900000008,0.213,0.138,0.419,13,649,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0150,Kyauk Mee Station Hospital,ကျောက်မီးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D001,Mandalay,MMR010007,Patheingyi,high confidence,21.90535600000004,96.18287000000004,0.266,0.103,0.613,0,249,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0151,Technology University Hospital,နည်းပညာတက္ကသိုလ်ဆေးရုံ,NA,16,MMR010,Mandalay,MMR010D001,Mandalay,MMR010007,Patheingyi,high confidence,21.97429500000004,96.19417200000004,0.166,0.157,0.52,17,571,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0152,Pyinoolwin General Hospital,ပြင်ဦးလွင်ပြည်သူ့ဆေးရုံကြီး,General,300,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010008,Pyinoolwin,high confidence,22.022512000000063,96.46614100000005,0.223,0.252,0.709,23,11221,all_weather,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0153,Zee Pin Gyi Station Hospital,ဇီးပင်ကြီးဆေးရုံ,Station,50,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010008,Pyinoolwin,high confidence,21.868487000000073,96.31576300000006,0.266,0.109,0.538,28,925,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0154,Wet Wun Station Hospital,ဝက်ဝံတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010008,Pyinoolwin,high confidence,22.09399200000007,96.59061700000007,0.167,0.279,0.541,9,462,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0155,Anar Gyi Hospital,အနာကြီးရောဂါအထူးကုဆေးရုံ,NA,200,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010009,Madaya,high confidence,22.332322000000033,96.14530000000008,0.335,0.337,0.609,26,3543,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0156,Madaya Township Hospital,မတ္တရာမြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010009,Madaya,high confidence,22.21059900000006,96.10472800000008,0.225,0.238,0.632,26,1590,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0157,Mway Ta Laing Station Hospital,မြွေတလိုင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010009,Madaya,bestGuess,22.27150000000006,96.04533000000004,0.179,0.101,0.478,29,352,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0158,Tha Hpan Daunt Station Hospital,သဖန်းဒေါက်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010009,Madaya,high confidence,22.139043000000072,96.03810300000004,0.208,0.208,0.589,11,504,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0159,U-Hmin Station Hospital,ဥမှင်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010009,Madaya,bestGuess,22.262700000000052,96.03041000000007,0.304,0.195,0.464,25,531,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0160,Se Taw Gyi Station Hospital,ဆည်တော်ကြီးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010009,Madaya,high confidence,22.327117000000044,96.31261800000004,0.312,0.183,0.505,16,547,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0161,Singu Township Hospital,စဥ့်ကူးမြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010010,Singu,high confidence,22.54744400000004,95.99422600000008,0.206,0.245,0.455,1,885,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0162,Htone Gyi Station Hospital,ထုံးကြီးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010010,Singu,high confidence,22.433858000000043,96.02542500000004,0.197,0.195,0.541,8,606,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0163,Kyi Tauk Pauk Station Hospital,ကျည်တောက်ပေါက်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010010,Singu,high confidence,22.69490600000006,96.01465400000006,0.252,0.201,0.611,20,332,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0164,Hin Thar Ma Station Hospital,သဲအင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010010,Singu,high confidence,22.346697000000063,96.01866500000006,0.136,0.195,0.504,4,255,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0165,Mogoke Township Hospital,မိုးကုတ်မြို့နယ်ဆေးရုံ,Township,100,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010011,Mogoke,high confidence,22.91854500000005,96.49717900000007,0.244,0.21,0.546,13,2887,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0166,Kyat Pyin Station Hospital,ကျပ်ပြင်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010011,Mogoke,high confidence,22.905075000000068,96.42454400000008,0.185,0.05,0.432,23,388,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0167,Thabeikkyin Township Hospital,သပိတ်ကျင်းမြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010012,Thabeikkyin,high confidence,22.886881000000074,95.98147600000004,0.221,0.175,0.514,4,1787,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0168,Ta Gaung Station Hospital,တကောင်းတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010012,Thabeikkyin,high confidence,23.494365000000073,96.00910800000008,0.137,0.123,0.398,14,563,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0169,Twin Nge Station Hospital,တွင်းငယ်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010012,Thabeikkyin,high confidence,23.10800500000005,96.02312100000006,0.092,0.08,0.446,6,367,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0170,Kyar Hnyat Station Hospital,ကြာညှပ်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D002,Pyinoolwin,MMR010012,Thabeikkyin,high confidence,23.247407000000067,96.00287500000007,0.063,0.257,0.525,16,621,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0171,Kyaukse General Hospital,ကျောက်ဆည်ပြည်သူ့ဆေးရုံကြီး,General,200,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010013,Kyaukse,high confidence,21.610412000000053,96.12765800000005,0.201,0.334,0.712,7,4455,all_weather,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0172,Min Su Station Hospital,မင်းစုဆေးရုံ,Station,25,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010013,Kyaukse,high confidence,21.51113600000008,96.12993500000005,0.163,0.242,0.712,28,697,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0173,Than (East) Station Hospital,သံရွာဆေးရုံ,Station,25,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010013,Kyaukse,high confidence,21.485966000000076,96.27357200000006,0.173,0.175,0.474,2,535,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0174,Hpyauk Seik Pin Station Hospital,ဖျောက်ဆိပ်(စက်ရုံစုနယ်မြေ)ဆေးရုံ,Station,25,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010013,Kyaukse,high confidence,21.59598600000004,96.27062900000004,0.307,0.241,0.615,28,960,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0175,Sa Mar Station Hospital,စမာတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010013,Kyaukse,high confidence,21.559623000000045,96.05912300000006,0.253,0.157,0.527,23,306,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0176,Sintgaing Township Hospital,စဥ့်ကိုင်မြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010014,Sintgaing,high confidence,21.738703000000044,96.09513300000003,0.144,0.182,0.519,25,806,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0177,Sin Kine Eye Special Hospital,စဥ့်ကိုင်မျက်စိရောဂါအထူးကုဆေးရုံ,NA,NA,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010014,Sintgaing,high confidence,21.73726700000003,96.10721700000005,0.208,0.091,0.54,25,414,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0178,Pa Leik Station Hospital,ပုလိပ်တိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010014,Sintgaing,high confidence,21.818341000000032,96.05078500000008,0.163,0.18,0.514,5,637,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0179,Myittha Township Hospital,မြစ်သားမြို့နယ်ဆေးရုံ,Township,50,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010015,Myittha,high confidence,21.422586000000024,96.12927200000007,0.185,0.174,0.538,27,1865,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0180,Maing Maw Station Hospital,မိုင်းမောတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010015,Myittha,high confidence,21.30649500000004,96.21489700000006,0.198,0.078,0.481,17,539,conflict_restricted,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0181,Ku Me Station Hospital,ကူမဲတိုက်နယ်ဆေးရုံ,Station,25,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010015,Myittha,high confidence,21.35678100000007,96.15401300000008,0.228,0.157,0.417,28,932,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
CL-0182,Ywar Khaing Gyi Station Hospital,ရွာခိုင်ကြီးတိုက်နယ်ဆေးရုံ,Station,16,MMR010,Mandalay,MMR010D003,Kyaukse,MMR010015,Myittha,high confidence,21.354937000000064,96.25112900000005,0.167,0.152,0.402,26,597,seasonal,"location/name/facility_level/bed_class=REAL (MIMU 2020); population_served=derived from real bed_class; health rates/stock/road_risk=PLACEHOLDER, centered using real bed_class as a rurality proxy (not literal DHS/MICS data)"
